cell_id,lon,lat,x_m,y_m,elevation_mean,elevation_std,elevation_min,elevation_max,slope_mean,slope_std,slope_min,slope_max,roughness_mean,roughness_std,roughness_min,roughness_max,elevation_error_mean,elevation_error_std,elevation_error_min,elevation_error_max,crater_count,crater_coverage_pct,crater_mean_diameter_m,crater_max_diameter_m,avg_illumination_pct,earth_visibility_pct
97,5.587570181228735,-80.00003746940898,29600.0,302560.0,2308.5390625,19.07476234436035,2273.76611328125,2355.85302734375,4.847098350524902,1.491399884223938,1.7849562168121338,8.983489990234375,,,,,,,,,0,0.0,0.0,0.0,,
98,-7.1063105776065285,-80.00231966154169,-37600.0,301600.0,2135.8984375,76.6614990234375,2008.7415771484375,2266.763916015625,15.688188552856445,1.0640568733215332,10.949421882629395,18.17392349243164,,,,,,,,,0,0.0,0.0,0.0,,
99,-6.926658246987989,-80.00615758881362,-36640.0,301600.0,2378.599365234375,55.7989501953125,2257.129150390625,2459.128173828125,11.301925659179688,3.3864853382110596,3.095946788787842,16.2548828125,,,,,,,,,1,55.55555555555556,807.4024070464513,807.4024070464513,,
100,-6.746868945956102,-80.00989770591623,-35680.0,301600.0,2456.208984375,12.235417366027832,2418.278076171875,2473.850341796875,5.381569862365723,2.539261817932129,1.3454229831695557,11.854460716247559,,,,,,,,,1,68.05555555555556,893.6307080992092,893.6307080992092,,
101,-6.566946062385754,-80.0135399006863,-34720.0,301600.0,2343.30078125,60.507938385009766,2234.459228515625,2439.659423828125,12.100526809692383,1.8548526763916016,6.52522087097168,18.358436584472656,,,,,,,,,1,19.444444444444446,477.6657057153477,477.6657057153477,,
102,-6.386892999725871,-80.01708406373652,-33760.0,301600.0,2147.299072265625,50.858882904052734,2048.216796875,2245.35009765625,10.578411102294922,2.0737826824188232,6.160679817199707,17.213214874267578,,,,,,,,,0,0.0,0.0,0.0,,
103,-6.206713176636331,-80.02053008847123,-32800.0,301600.0,2035.9224853515625,42.05567169189453,1939.8243408203125,2092.444091796875,10.03945255279541,4.472922325134277,2.3865466117858887,21.288583755493164,,,,,,,,,0,0.0,0.0,0.0,,
104,-6.0264100266205185,-80.02387787110192,-31840.0,301600.0,1961.9132080078125,62.83909225463867,1809.455810546875,2079.0810546875,12.773048400878906,2.9221506118774414,5.524075984954834,17.524063110351562,,,,,,,,,0,0.0,0.0,0.0,,
105,-5.8459869976536165,-80.02712731066217,-30880.0,301600.0,1769.80859375,54.79108810424805,1686.2388916015625,1912.427490234375,11.273113250732422,3.2667384147644043,4.194276809692383,17.198850631713867,,,,,,,,,0,0.0,0.0,0.0,,
106,-5.665447551806711,-80.03027830902248,-29920.0,301600.0,1614.32763671875,53.72346878051758,1482.376953125,1702.8377685546875,11.30022144317627,2.761474132537842,5.663157939910889,20.105825424194336,,,,,,,,,0,0.0,0.0,0.0,,
107,-5.484795164866812,-80.03333077090463,-28960.0,301600.0,1395.397705078125,78.69795227050781,1232.289794921875,1557.375732421875,15.67402172088623,1.347496509552002,12.591102600097656,20.674551010131836,,,,,,,,,0,0.0,0.0,0.0,,
108,-5.304033325952916,-80.03628460389528,-28000.0,301600.0,1171.5006103515625,71.63641357421875,1013.9859619140625,1306.746337890625,14.760748863220215,1.5989116430282593,8.072502136230469,22.210033416748047,,,,,,,,,0,0.0,0.0,0.0,,
109,-5.123165537128152,-80.03913971846004,-27040.0,301600.0,945.5090942382812,64.10735321044922,814.591064453125,1095.544921875,13.30787467956543,1.627964973449707,9.868925094604492,17.094615936279297,,,,,,,,,0,0.0,0.0,0.0,,
110,-4.942195313008179,-80.04189602795616,-26080.0,301600.0,764.123779296875,49.599822998046875,677.0291748046875,880.0553588867188,10.569028854370117,2.520907402038574,5.064856052398682,20.66172218322754,,,,,,,,,0,0.0,0.0,0.0,,
111,-4.76112618036589,-80.04455344864547,-25120.0,301600.0,674.9569091796875,11.091886520385742,645.7032470703125,711.5606689453125,4.42316198348999,1.8257511854171753,1.231826901435852,9.940838813781738,,,,,,,,,0,0.0,0.0,0.0,,
112,-4.5799616777325625,-80.04711189970662,-24160.0,301600.0,668.672119140625,12.594220161437988,628.9033813476562,684.9210815429688,4.967586994171143,3.2863876819610596,1.172086238861084,15.729962348937988,,,,,,,,,0,0.0,0.0,0.0,,
113,-4.398705354995532,-80.04957130324722,-23200.0,301600.0,673.3165283203125,8.503314971923828,631.4711303710938,683.95361328125,3.6204519271850586,3.1301965713500977,0.5631415843963623,14.635571479797363,,,,,,,,,0,0.0,0.0,0.0,,
114,-4.217360772992541,-80.05193158431513,-22240.0,301600.0,671.0570678710938,9.278820037841797,636.5112915039062,680.5767211914062,3.4038586616516113,2.6428351402282715,0.7445940375328064,9.658297538757324,,,,,,,,,0,0.0,0.0,0.0,,
115,-4.035931503102824,-80.05419267090967,-21280.0,301600.0,676.613525390625,8.097923278808594,660.7083129882812,697.300537109375,4.179891109466553,2.116591215133667,1.1763577461242676,11.903863906860352,,,,,,,,,0,0.0,0.0,0.0,,
116,-3.854421126835098,-80.05635449399234,-20320.0,301600.0,717.5938720703125,17.996780395507812,663.0118408203125,749.7442626953125,6.577674865722656,2.726583957672119,1.80936861038208,13.913352012634277,,,,,,,,,1,38.88888888888889,675.5213193031603,675.5213193031603,,
117,-3.672833235412521,-80.05841698749694,-19360.0,301600.0,619.220458984375,49.194427490234375,525.5316162109375,716.3225708007812,10.462841033935547,3.278782606124878,4.939741611480713,28.184646606445312,,,,,,,,,1,8.333333333333332,312.70560761786874,312.70560761786874,,
118,-3.49117142935478,-80.06038008833963,-18400.0,301600.0,563.078125,44.20515060424805,479.15570068359375,669.8131713867188,9.85781192779541,2.504316806793213,3.1922757625579834,16.939477920532227,,,,,,,,,0,0.0,0.0,0.0,,
119,-3.3094393180574,-80.06224373642807,-17440.0,301600.0,670.7840576171875,26.51657485961914,568.0009765625,718.5049438476562,7.66722297668457,4.556343078613281,1.7462652921676636,17.424663543701172,,,,,,,,,1,36.11111111111111,650.948631220515,650.948631220515,,
120,-3.127640519368406,-80.06400787467061,-16480.0,301600.0,684.9854736328125,10.24855899810791,653.6294555664062,714.730712890625,3.5238165855407715,1.7454116344451904,0.603402316570282,8.344307899475098,,,,,,,,,1,13.88888888888889,403.7012035232257,403.7012035232257,,
121,-2.945778659162453,-80.06567244898477,-15520.0,301600.0,716.341552734375,30.27654457092285,676.3851318359375,784.3654174804688,6.367258071899414,3.311208963394165,0.9934197068214417,13.240825653076172,,,,,,,,,0,0.0,0.0,0.0,,
122,-2.7638573709125587,-80.06723740830517,-14560.0,301600.0,860.1458129882812,45.78334045410156,779.885986328125,974.0859985351562,10.150758743286133,1.6707309484481812,6.535825729370117,13.98774242401123,,,,,,,,,0,0.0,0.0,0.0,,
123,-2.581880295259552,-80.06870270459147,-13600.0,301600.0,1042.86865234375,70.68866729736328,907.2244262695312,1198.9212646484375,14.103854179382324,1.3859333992004395,10.37495231628418,16.652721405029297,,,,,,,,,0,0.0,0.0,0.0,,
124,-2.399851079579369,-80.07006829283527,-12640.0,301600.0,1273.5618896484375,71.47300720214844,1122.6278076171875,1411.07421875,14.452590942382812,2.152204751968384,9.31842041015625,20.78487205505371,,,,,,,,,0,0.0,0.0,0.0,,
125,-2.2177733775483217,-80.07133413106713,-11680.0,301600.0,1463.1273193359375,50.41184616088867,1350.7083740234375,1563.926025390625,10.388925552368164,1.518772840499878,6.851134300231934,14.304360389709473,,,,,,,,,0,0.0,0.0,0.0,,
126,-2.0356508487064704,-80.07250018036271,-10720.0,301600.0,1605.7266845703125,42.50878143310547,1506.49755859375,1677.17236328125,9.003217697143555,1.9003877639770508,3.6430726051330566,12.3263521194458,,,,,,,,,0,0.0,0.0,0.0,,
127,-1.8534871580192285,-80.07356640484869,-9760.0,301600.0,1765.0640869140625,59.3510856628418,1662.8599853515625,1896.16748046875,12.181913375854492,1.9587681293487549,6.83408784866333,19.444669723510742,,,,,,,,,0,0.0,0.0,0.0,,
128,-1.6712859754373228,-80.07453277170818,-8800.0,301600.0,1914.275634765625,35.142051696777344,1818.4151611328125,1971.1744384765625,7.99481201171875,2.7888245582580566,1.9667627811431885,15.529433250427246,,,,,,,,,1,3.4722222222222223,201.85060176161284,201.85060176161284,,
129,-1.489050975455257,-80.07539925118559,-7840.0,301600.0,2017.0794677734375,28.789995193481445,1958.6873779296875,2071.3623046875,7.474531173706055,2.4090042114257812,3.853142023086548,14.779126167297363,,,,,,,,,1,38.88888888888889,675.5213193031603,675.5213193031603,,
130,-1.3067858366683909,-80.0761658165912,-6880.0,301600.0,2118.29541015625,33.71143341064453,2060.423583984375,2194.84765625,7.764963150024414,2.628742218017578,3.003092050552368,15.977876663208008,,,,,,,,,1,43.05555555555556,710.7893157264765,710.7893157264765,,
131,-1.124494241328784,-80.0768324443052,-5920.0,301600.0,2217.85546875,49.83555221557617,2123.035400390625,2321.09765625,10.283330917358398,2.211998224258423,4.360351085662842,15.186684608459473,,,,,,,,,1,4.166666666666666,221.11625566165472,221.11625566165472,,
132,-0.9421798748999279,-80.07739911378114,-4960.0,301600.0,2417.2421875,64.9952621459961,2285.679443359375,2525.1044921875,13.273894309997559,2.085069179534912,8.712920188903809,19.528928756713867,,,,,,,,,1,33.33333333333333,625.4112152357375,625.4112152357375,,
133,-0.7598464256105072,-80.07786580754913,-4000.0,301600.0,2543.55126953125,16.253206253051758,2496.75830078125,2566.8603515625,6.236240863800049,2.578500270843506,1.5027917623519897,12.430349349975586,,,,,,,,,1,75.69444444444444,942.4499490197076,942.4499490197076,,
134,-0.5774975840073182,-80.07823251121847,-3040.0,301600.0,2456.3447265625,43.45704650878906,2364.809814453125,2535.548095703125,9.028584480285645,1.6560025215148926,4.238740921020508,14.871870994567871,,,,,,,,,2,14.583333333333334,269.6686964971549,382.98458918537534,,
135,-0.3951370425074883,-80.07849921347983,-2080.0,301600.0,2460.76318359375,54.09483337402344,2360.3935546875,2575.99609375,11.140218734741211,2.4333653450012207,4.958379745483398,20.554018020629883,,,,,,,,,1,28.47222222222222,578.0121595074853,578.0121595074853,,
136,-0.21276849495012282,-80.07866590610686,-1120.0,301600.0,2555.02685546875,28.06748390197754,2439.401123046875,2586.600830078125,7.035420894622803,4.281105995178223,1.1256366968154907,22.028362274169922,,,,,,,,,1,76.38888888888889,946.7632436325116,946.7632436325116,,
137,-0.03039563614752295,-80.0787325839576,-160.0,301600.0,2625.472412109375,30.281068801879883,2556.16748046875,2695.369140625,7.737284183502197,1.987391471862793,4.1920671463012695,15.186850547790527,,,,,,,,,1,79.16666666666666,963.8234132032562,963.8234132032562,,
138,0.15197783856389313,-80.07869924497511,800.0,301600.0,2691.756591796875,40.03782272338867,2594.5263671875,2744.435791015625,7.928902626037598,3.0909361839294434,1.4916478395462036,12.133462905883789,,,,,,,,,1,52.083333333333336,781.7640190446718,781.7640190446718,,
139,0.33434823377282824,-80.07856589018782,1760.0,301600.0,2724.168212890625,19.3674373626709,2662.05810546875,2747.7529296875,7.78971529006958,4.779175281524658,1.7855361700057983,18.60838508605957,,,,,,,,,1,11.11111111111111,361.081333470564,361.081333470564,,
140,0.5167118544423673,-80.07833252370952,2720.0,301600.0,2687.634521484375,23.523340225219727,2634.865966796875,2724.5830078125,5.8085784912109375,1.3135027885437012,1.8957886695861816,8.444218635559082,,,,,,,,,0,0.0,0.0,0.0,,
141,0.699065006359124,-80.07799915273844,3680.0,301600.0,2644.260009765625,22.3124942779541,2610.62890625,2694.1884765625,6.048720836639404,1.7249627113342285,1.751670479774475,8.965579986572266,,,,,,,,,0,0.0,0.0,0.0,,
142,0.881403996582138,-80.07756578755648,4640.0,301600.0,2609.874755859375,18.79409408569336,2566.241943359375,2648.53662109375,5.780797958374023,2.072080612182617,1.9134067296981812,10.328548431396484,,,,,,,,,0,0.0,0.0,0.0,,
143,1.0637251338913838,-80.07703244152744,5600.0,301600.0,2593.907470703125,14.048908233642578,2571.654541015625,2631.587646484375,4.142239570617676,1.3023838996887207,1.40211820602417,8.103227615356445,,,,,,,,,0,0.0,0.0,0.0,,
144,1.2460247292357607,-80.07639913109506,6560.0,301600.0,2568.58349609375,27.70014762878418,2535.81787109375,2632.236572265625,5.605250835418701,2.6098520755767822,0.9330009818077087,9.920517921447754,,,,,,,,,0,0.0,0.0,0.0,,
145,1.4282990961804192,-80.0756658757806,7520.0,301600.0,2539.6962890625,11.545747756958008,2512.576171875,2585.80419921875,4.898980140686035,3.4875431060791016,1.1284669637680054,17.313520431518555,,,,,,,,,0,0.0,0.0,0.0,,
146,1.6105445513532974,-80.07483269817978,8480.0,301600.0,2553.095703125,21.52022933959961,2520.679443359375,2609.8857421875,5.115035533905029,1.700354814529419,1.6276975870132446,9.652974128723145,,,,,,,,,0,0.0,0.0,0.0,,
